,start_station_name,end_station_name,value,start_lat,start_lon,end_lat,end_lon
47214,Montague St & Clinton St,Butler St & Court St,2.0,40.6942715,-73.9923272,40.6849894,-73.99440329
19375,Broadway & Battery Pl,5 Ave & 3 St,2.0,40.70463334,-74.01361706,40.6728155,-73.98352355
137463,Canal St & Rutgers St,Pike St & Monroe St,9.0,40.71427487,-73.98990025,40.71173107,-73.99193043
129803,E 97 St & 3 Ave,Morris Ave & E 142 St,1.0,40.7859201,-73.94860294,40.814469,-73.924963
31922,E 58 St & 3 Ave,Amsterdam Ave & W 175 St,1.0,40.76095756,-73.96724467,40.844044,-73.933651
44973,Frederick Douglass Blvd & W 115 St,Broadway & W 56 St,1.0,40.8038654,-73.9559308,40.7652654,-73.98192338
153778,W 22 St & 10 Ave,Thompson St & Bleecker St,12.0,40.74691959,-74.00451887,40.72840059450829,-73.99968780577183
36208,Myrtle Ave & Marcy Ave,Beaver St & Fayette St,1.0,40.69539817,-73.94954908,40.70099,-73.93921
119457,Kent Ave & N 7 St,Leonard St & Nassau Ave,27.0,40.72036775298455,-73.96165072917938,40.7239567849954,-73.94984364509583
149531,W 145 St & Amsterdam Ave,St Nicholas Ave & W 134 St,5.0,40.825244,-73.947257,40.816234,-73.948222
44912,Cooper Square & Astor Pl,Broadway & W 56 St,1.0,40.72951496224949,-73.99075269699097,40.7652654,-73.98192338
92768,Emerson Pl & Myrtle Ave,E 9 St & 5 Ave,1.0,40.69363137,-73.96223558,40.73275887045087,-73.99581670761108
107353,Division Ave & Hooper St,Grove St & Broadway,2.0,40.70684203101325,-73.9544353965357,40.69047,-73.923511
75118,E 4 St & 2 Ave,E 20 St & Park Ave,2.0,40.7262807,-73.98978041,40.73827428,-73.98751968
91893,E 45 St & 3 Ave,E 85 St & York Ave,1.0,40.75255434,-73.97282625,40.77536905,-73.94803392
16271,E 60 St & York Ave,38 St & 30 Ave,2.0,40.759107,-73.959223,40.764174520197685,-73.91583994030952
80833,E 1 St & 1 Ave,E 44 St & Lexington Ave,1.0,40.72335597960796,-73.98864984512329,40.752643,-73.974996
41680,Classon Ave & St Marks Ave,Broadway & Madison St,3.0,40.676513,-73.959431,40.68822,-73.91966
60184,Canal St & Rutgers St,Court St & Nelson St,1.0,40.71427487,-73.98990025,40.6763947,-73.99869893
77114,E 4 St & Ave B,E 30 St & Park Ave S,6.0,40.723346832180155,-73.98265913128853,40.74444921,-73.98303529
42179,12 Ave & W 40 St,Broadway & W 122 St,1.0,40.76087502,-74.00277668,40.8120562,-73.9612547
39873,Broadway & E 21 St,Broad St & Bridge St,2.0,40.739888408589955,-73.98958593606949,40.70365182,-74.01167797
37015,Hanson Pl & Ashland Pl,Bergen St & 4 Ave,5.0,40.68506807308177,-73.97790759801863,40.68256425759694,-73.9798977971077
129744,Lenox Ave & W 133 St,Morningside Dr & Amsterdam Ave,1.0,40.81296,-73.941878,40.81028506306003,-73.95736455917358
130983,West St & Chambers St,Murray St & Greenwich St,20.0,40.71754834,-74.01322069,40.714851505262516,-74.01122331619263
16632,Hoyt St & Warren St,4 Ave & 3 St,1.0,40.6843549,-73.98901629,40.673746,-73.985649
59783,W 116 St & Amsterdam Ave,Convent Ave & W 135 St,3.0,40.8067581,-73.9607082,40.818215,-73.950988
114217,Union Ave & Wallabout St,Kent Ave & N 7 St,1.0,40.70029511,-73.95032283,40.72036775298455,-73.96165072917938
131377,Willoughby St & Fleet St,Myrtle Ave & Fleet Pl,8.0,40.69196566,-73.9813018,40.693534,-73.981909
29514,Grand Concourse & E 161 St,Adam Clayton Powell Blvd & W 138 St,1.0,40.82713380423556,-73.9227358996868,40.81695971032464,-73.9422959089279
22369,36 St & 3 Ave,6 Ave & 12 St,2.0,40.655716,-74.006664,40.6663181,-73.9854617
148095,Rivington St & Ridge St,St James Pl & Oliver St,1.0,40.71850211,-73.98329859,40.71307916,-73.99851193
71236,Hudson St & W 13 St,E 15 St & 3 Ave,3.0,40.74005708567285,-74.0052741765976,40.734232,-73.986923
157259,E 5 St & Ave A,Vesey Pl & River Terrace,1.0,40.72479007746337,-73.98430064320564,40.7153379,-74.01658354
13862,Newton Rd & 44 St,31 St & Ditmars Blvd,2.0,40.7595701,-73.9142678,40.776168,-73.910485
128053,Graham Ave & Conselyea St,Metropolitan Ave & Meeker Ave,13.0,40.715143,-73.944507,40.71413311,-73.95234386
5316,Division St & Bowery,12 Ave & W 40 St,2.0,40.71419,-73.99673,40.76087502,-74.00277668
37205,Hanson Pl & Ashland Pl,Bergen St & Flatbush Ave,7.0,40.68506807308177,-73.97790759801863,40.680944723477296,-73.97567331790923
108430,Adam Clayton Powell Blvd & W 118 St,Harlem River Dr & W 155 St,1.0,40.804372,-73.951475,40.830476,-73.939929
85026,E 39 St & Lexington Ave,E 56 St & Madison Ave,10.0,40.749498546025194,-73.97729203113158,40.761573,-73.972628
142945,Graham Ave & Grand St,Rivington St & Chrystie St,3.0,40.711863,-73.944024,40.72110063,-73.9919254
47187,Front St & Jay St,Butler St & Court St,5.0,40.702461,-73.986842,40.6849894,-73.99440329
185393,E 149 St & Eagle Ave,Willis Ave & E 141 St,2.0,40.814046,-73.91186,40.81093,-73.921606
171826,9 Ave & W 45 St,W 44 St & 5 Ave,32.0,40.76019252,-73.9912551,40.75500254,-73.98014437
115721,Driggs Ave & N 9 St,Kosciuszko St & Tompkins Ave,2.0,40.71816969454208,-73.95520135760307,40.69128258,-73.9452416
117019,W 13 St & 7 Ave,Lafayette St & E 8 St,13.0,40.73781509,-73.99994661,40.73020660529954,-73.99102628231049
36835,Pike St & E Broadway,Bedford Ave & S 9 St,1.0,40.71406667,-73.99293911,40.70853074,-73.96408963
107910,W 129 St & Convent Ave,Hamilton Pl & W 140 St,2.0,40.814394437915816,-73.95324736833572,40.822756,-73.951346
99164,Parade Pl & Crooke Ave,Front St & Gold St,1.0,40.651847,-73.965248,40.70224,-73.982578
45762,Lorimer St & Broadway,Broadway & Whipple St,6.0,40.70411791,-73.94818595,40.7016657,-73.9437303
131609,8 Ave & W 16 St,Myrtle Ave & Marcy Ave,1.0,40.740983,-74.001702,40.69539817,-73.94954908
31825,Grand Concourse & E 164 St,Amsterdam Ave & W 162 St,1.0,40.829608,-73.921461,40.83618,-73.939789
24141,S 5 Pl & S 5 St,6 Ave & W 45 St,1.0,40.710451,-73.960876,40.756951,-73.982631
69943,Lenox Ave & W 130 St,E 132 St & Madison Ave,5.0,40.8107922,-73.9430681,40.810224,-73.937195
5850,Berkeley Pl & 7 Ave,14 St & 7 Ave,29.0,40.675146838709786,-73.97523209452629,40.663779,-73.98396846
169475,11 Ave & W 41 St,W 37 St & Broadway,3.0,40.76030096,-73.99884222,40.75227093837409,-73.98770570755005
180019,Grand Concourse & E 156 St,Walton Ave & E 153 St,1.0,40.823429,-73.924689,40.822351,-73.926907
131496,Lexington Ave & Classon Ave,Myrtle Ave & Lewis Ave,1.0,40.68676793,-73.95928168,40.69681963,-73.93756926
30495,E 55 St & 2 Ave,Allen St & Hester St,4.0,40.75797322,-73.96603308,40.71606,-73.99191
20782,Plaza St East & Flatbush Ave,5 Ave & E 78 St,1.0,40.673134,-73.969106,40.77632142182271,-73.96427392959595
142396,Riverside Dr & W 72 St,Riverside Dr & W 78 St,12.0,40.78057799010334,-73.98562431335449,40.78414472,-73.98362492
29524,Lexington Ave & E 127 St,Adam Clayton Powell Blvd & W 138 St,2.0,40.805726,-73.936322,40.81695971032464,-73.9422959089279
180075,5 Ave & E 135 St,Walton Ave & E 171 St,2.0,40.812191,-73.937838,40.840683,-73.915073
47095,Rivington St & Ridge St,Bushwick Ave & Stagg St,1.0,40.71850211,-73.98329859,40.709897,-73.94008
110517,Washington St & Gansevoort St,Howard St & Lafayette St,7.0,40.739323,-74.008119,40.71910537,-73.99973337
144205,Mercer St & Bleecker St,S 4 St & Rodney St,2.0,40.72706363348306,-73.99662137031554,40.70934,-73.95608
11412,E 72 St & York Ave,3 Ave & E 71 St,15.0,40.76663814,-73.95348296,40.76879,-73.9614
113098,Central Ave & Decatur St,Jefferson St & Cypress Ave,1.0,40.6882,-73.90798,40.70907,-73.92157
57302,W 36 St & 9 Ave,Clinton St & Grand St,1.0,40.75462324029105,-73.99516761302948,40.71573792143338,-73.98698994965027
173225,W 95 St & Broadway,W 48 St &  Rockefeller Plaza,1.0,40.7937704,-73.971888,40.75776935448309,-73.97929430007935
126525,Goulden Ave & W 205 St,Melrose Ave & E 150 St,1.0,40.87812,-73.89192,40.816827,-73.917338
56340,Willoughby St & Ashland Pl,Clinton Ave & Myrtle Ave,10.0,40.69178,-73.97877,40.693261,-73.968896
93249,Lexington Ave & E 111 St,E 91 St & 2 Ave,2.0,40.7954121,-73.9441232,40.781152764279156,-73.94963040947914
56582,E 1 St & 1 Ave,Clinton St & Cherry St,5.0,40.72335597960796,-73.98864984512329,40.711471394469264,-73.98672603070736
30686,1 Ave & E 18 St,Allen St & Rivington St,3.0,40.733812191966315,-73.98054420948029,40.72019576,-73.98997825
102003,Adelphi St & Myrtle Ave,George St & Wilson Ave,1.0,40.69308257,-73.97178913,40.702997,-73.92997
26606,E 74 St & 1 Ave,8 Ave & W 33 St,1.0,40.7689738,-73.95482273,40.751551,-73.993934
114502,Graham Ave & Conselyea St,Kent St & McGuinness Blvd,2.0,40.715143,-73.944507,40.73124,-73.95161
64086,Steinway St & Ditmars Blvd,Dock 72 Way & Market St,1.0,40.772717,-73.906127,40.69985,-73.97141
166818,1 Ave & E 44 St,W 29 St & 9 Ave,2.0,40.75001986,-73.96905301,40.7500727,-73.99839279
78601,5 Ave & E 72 St,E 39 St & Lexington Ave,2.0,40.77282817,-73.96685276,40.749498546025194,-73.97729203113158
75586,W 4 St & 7 Ave S,E 23 St & 1 Ave,3.0,40.73401143,-74.00293877,40.736502,-73.97809472
172204,E 82 St & East End Ave,W 45 St & 8 Ave,1.0,40.7724607,-73.9468208,40.75929124,-73.98859651
114468,21 St & 43 Ave,Kent St & McGuinness Blvd,1.0,40.75052534,-73.94594845,40.73124,-73.95161
168871,W 18 St & 9 Ave,W 36 St & 9 Ave,3.0,40.7435337324616,-74.00367558002472,40.75462324029105,-73.99516761302948
30476,E 23 St & 1 Ave,Allen St & Hester St,1.0,40.736502,-73.97809472,40.71606,-73.99191
79557,Riverside Dr & W 91 St,E 40 St & 5 Ave,1.0,40.79313480986663,-73.97700369358063,40.752062307,-73.9816324043
87702,West End Ave & W 60 St,E 67 St & Park Ave,2.0,40.77237,-73.99005,40.76780080148132,-73.96592080593109
181209,7 Ave & Park Pl,Washington Park,6.0,40.6776147,-73.97324283,40.6917823,-73.9737299
132719,Melrose St & Broadway,Nassau Ave & Newell St,1.0,40.697481,-73.935877,40.724812564400175,-73.94752621650696
140221,State St & Smith St,Prospect Pl & Vanderbilt Ave,1.0,40.68917,-73.9886,40.67767534,-73.96902144
173443,W 49 St & 8 Ave,W 49 St & 8 Ave,33.0,40.76227205,-73.98788205,40.76227205,-73.98788205
1002,W 42 St & Dyer Ave,1 Ave & E 30 St,1.0,40.75898481399634,-73.99379968643188,40.74144387,-73.97536082
147051,Metropolitan Ave & Bedford Ave,South St & Whitehall St,2.0,40.71534825,-73.96024116,40.70122128,-74.01234218
126063,West Drive & Prospect Park West,McDonald Ave & Vanderbilt St,3.0,40.6610633719006,-73.97945255041122,40.651654,-73.981231
45181,Clinton St & Tillary St,Broadway & W 58 St,1.0,40.696232971293156,-73.99142056703568,40.76695317,-73.98169333
108056,Throop Ave & Myrtle Ave,Hancock St & Bedford Ave,1.0,40.69622937,-73.94371094,40.68216564,-73.95399026
101142,E 55 St & 2 Ave,Fulton St & Utica Ave,1.0,40.75797322,-73.96603308,40.6794268,-73.9298911
119879,Cooper Square & Astor Pl,Lewis Ave & Madison St,1.0,40.72951496224949,-73.99075269699097,40.686312,-73.935775
42854,W 190 St & Broadway,Broadway & W 168 St,1.0,40.85648733523576,-73.93296986818314,40.84089603193041,-73.93972098827362
